date,latitude,longitude,township,timezone,summary,precipProbability,precipIntensity,precipAccumulation,windSpeed,icon,windBearing,windGust,temperatureMin,temperatureMax
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
2025-05-13,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,6.9,part-sun,188,19.6,79,96
2025-05-14,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A t-storm around in the a.m.,0.4,0.04,0.04,4.6,partly-cloudy-day,170,12.7,77,94
2025-05-15,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A thunderstorm in spots,0.39,0.05,0.05,4.6,part-sun,206,15.0,78,94
2025-05-16,21.9769,96.0869,Chanayethazan,Asia/Rangoon,A stray afternoon t-storm,0.42,0.07,0.07,3.5,part-sun,166,12.7,76,90
2025-05-17,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Rain in the afternoon,0.74,0.35,0.35,4.6,rain,153,12.7,73,88
2025-05-18,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Afternoon rain,0.8,0.43,0.43,3.5,thunderstorm,157,10.4,80,85
2025-05-09,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Partly sunny and very hot,0.03,0.0,0.0,4.6,sun,253,15.0,82,106
2025-05-10,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.05,0.0,0.0,6.9,sun,230,18.4,80,103
2025-05-11,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny and very warm,0.09,0.0,0.0,5.8,sun,238,18.4,79,103
2025-05-12,21.9769,96.0869,Chanayethazan,Asia/Rangoon,Mostly sunny,0.17,0.0,0.0,6.9,sun,213,17.3,77,98
